"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"H24GMKAGDFZP85AB","JRTCKXETXF","H24GMKAGDFZP85AB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Australia (Sydney) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Osaka)","AWS Region","APN3-APS2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-southeast-2",,,"Amazon Simple Storage Service","ap-northeast-3"
"H2TKTHKZY6UXTEN5","JRTCKXETXF","H2TKTHKZY6UXTEN5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per GB - Standard retrieval fee","2023-07-01","0","Inf","GB","0.0120000000","USD",,"AmazonS3","Europe (Zurich)","AWS Region",,,,"S3-Standard-Retrieval","Fee for Standard Retrieval of data stored",,,,,,,,"EUC2-Standard-Retrieval-Bytes","RestoreObject",,,,"eu-central-2","Amazon Simple Storage Service",
"H2YVSEHWT4QDZ6EG","JRTCKXETXF","H2YVSEHWT4QDZ6EG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB-Month of storage used in One Zone-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0100000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.5%","Infrequent Access","One Zone - Infrequent Access",,,,,,,,,,"USE2-TimedStorage-ZIA-ByteHrs","","99.999999999%",,,"us-east-2","Amazon Simple Storage Service",
"H35VNXQRRU2NMJCD","JRTCKXETXF","H35VNXQRRU2NMJCD.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.025 per GB - first 50 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","0","51200","GB-Mo","0.0250000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS3-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-1","Amazon Simple Storage Service",
"H35VNXQRRU2NMJCD","JRTCKXETXF","H35VNXQRRU2NMJCD.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.024 per GB - next 450 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","51200","512000","GB-Mo","0.0240000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS3-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-1","Amazon Simple Storage Service",
"H35VNXQRRU2NMJCD","JRTCKXETXF","H35VNXQRRU2NMJCD.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.023 per GB - over 500 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","512000","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS3-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-1","Amazon Simple Storage Service",
"H379S3KV5VJFCK5V","JRTCKXETXF","H379S3KV5VJFCK5V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 InitiateMultipartUpload for Replication Time Control to Glacier","2023-07-01","0","Inf","Requests","0.0000050000","USD",,"AmazonS3","EU (Ireland)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","InitiateMultipartUpload for Replication Time Control to Glacier",,,,,,"EU-Requests-GLACIER-Tier1","InitiateMultipartUploadReplTime",,,,"eu-west-1","Amazon Simple Storage Service",
"H3EJ8M2T8SV9ES8M","JRTCKXETXF","H3EJ8M2T8SV9ES8M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,,,"INT-DAA-RestoreObject","Standard INT Retrieval",,,,,,"APN3-Standard-Retrieval-Bytes","IntDAARestoreObject",,,,"ap-northeast-3","Amazon Simple Storage Service",
"H3GMJZ2N96XW4MGU","JRTCKXETXF","H3GMJZ2N96XW4MGU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (London) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Singapore)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS1-EUW2-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-west-2",,,"Amazon Simple Storage Service","ap-southeast-1"
"H3H5DMAAPANR6YU8","JRTCKXETXF","H3H5DMAAPANR6YU8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.023 per GB-Mo for TimedStorage-ByteHrs:INTDAAS3ObjectOverhead in Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Tokyo)","AWS Region","N/A","Intelligent-Tiering","INTDAAObjectOverhead",,,,,,,,,,"APN1-TimedStorage-ByteHrs","INTDAAS3ObjectOverhead","N/A",,,"ap-northeast-1","Amazon Simple Storage Service",
"H3MK2WP3Q3B4ZH64","JRTCKXETXF","H3MK2WP3Q3B4ZH64.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Milan)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","EUS1-APE1-S3RTC-Out-Bytes","",,"eu-south-1",,,"Amazon Simple Storage Service","ap-east-1"
"H3TK48N2RNTA5RSG","JRTCKXETXF","H3TK48N2RNTA5RSG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Stockholm) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Stockholm)","AWS Region","Asia Pacific (Osaka)","AWS Region","APN3-EUN1-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-north-1",,,"Amazon Simple Storage Service","ap-northeast-3"
"H3UMYCYQE3FBHBMW","JRTCKXETXF","H3UMYCYQE3FBHBMW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to South America (Sao Paulo)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Outbound","South America (Sao Paulo)","AWS Region","South America (Sao Paulo)","AWS Region","SAE1-SAE1-S3RTC-Out-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service","sa-east-1"
"H3VW4CSWD5JU46EF","JRTCKXETXF","H3VW4CSWD5JU46EF.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.023 per GB - first 50 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","0","51200","GB-Mo","0.0230000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"USE2-TimedStorage-INT-FA-ByteHrs","","N/A",,,"us-east-2","Amazon Simple Storage Service",
"H3VW4CSWD5JU46EF","JRTCKXETXF","H3VW4CSWD5JU46EF.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.022 per GB - next 450 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","51200","512000","GB-Mo","0.0220000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"USE2-TimedStorage-INT-FA-ByteHrs","","N/A",,,"us-east-2","Amazon Simple Storage Service",
"H3VW4CSWD5JU46EF","JRTCKXETXF","H3VW4CSWD5JU46EF.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.021 per GB - over 500 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier","2023-07-01","512000","Inf","GB-Mo","0.0210000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"USE2-TimedStorage-INT-FA-ByteHrs","","N/A",,,"us-east-2","Amazon Simple Storage Service",
"H3VWW32PN77EQMEE","JRTCKXETXF","H3VWW32PN77EQMEE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024 per GB-Month of storage used in GlacierStagingStorage","2023-07-01","0","Inf","GB-Mo","0.0240000000","USD","Storage","AmazonS3","US West (N. California)","AWS Region","N/A","Archive","Amazon Glacier Staging",,,,,,,,,,"USW1-TimedStorage-GlacierStaging","","99.999999999%",,"Staging Storage","us-west-1","Amazon Simple Storage Service",
"H3W2C5X86XG92N6A","JRTCKXETXF","H3W2C5X86XG92N6A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Middle East (UAE) Data Transfer for Replication Time Control to South America (Sao Paulo)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Inbound","South America (Sao Paulo)","AWS Region","Middle East (UAE)","AWS Region","SAE1-MEC1-S3RTC-In-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service","me-central-1"
"H3XS6Q5BMA54V52U","JRTCKXETXF","H3XS6Q5BMA54V52U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 CopyPart to Glacier","2023-07-01","0","Inf","Requests","0.0000050000","USD",,"AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CopyPart to Glacier",,,,,,"APS3-Requests-GLACIER-Tier1","CopyPart",,,,"ap-south-1","Amazon Simple Storage Service",
"H4GRSDYK9XAH2EYF","JRTCKXETXF","H4GRSDYK9XAH2EYF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Hyderabad) Data Transfer for Replication Time Control to EU (Paris)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Hyderabad)","AWS Region","EU (Paris)","AWS Region","APS5-EUW3-S3RTC-Out-Bytes","",,"ap-south-2",,,"Amazon Simple Storage Service","eu-west-3"
"H4KRVEKJAYXZWCDY","JRTCKXETXF","H4KRVEKJAYXZWCDY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) Data Transfer for Replication Time Control to Asia Pacific (Jakarta)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Asia Pacific (Jakarta)","AWS Region","EU-APS4-S3RTC-In-Bytes","",,"eu-west-1",,,"Amazon Simple Storage Service","ap-southeast-3"
"H4U34454Y549JRDR","JRTCKXETXF","H4U34454Y549JRDR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (London) InterRegion Outbound Base Data Transfer for MRAP to US East (Ohio)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","US East (Ohio)","AWS Region","EUW2-USE2-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-west-2",,,"Amazon Simple Storage Service","us-east-2"
"H4ZWU62R633S26UD","JRTCKXETXF","H4ZWU62R633S26UD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024 per GB Standard retrieval fee from Glacier Deep Archive in Asia Pacific (Sydney)","2023-07-01","0","Inf","GB","0.0240000000","USD",,"AmazonS3","Asia Pacific (Sydney)","AWS Region",,,,"S3-Standard-Retrieval","Fee for Standard Retrieval of data stored from Glacier Deep Archive",,,,,,,,"APS2-Standard-Retrieval-Bytes","DeepArchiveRestoreObject",,,,"ap-southeast-2","Amazon Simple Storage Service",
"H52EGC5XY3CBHD5W","JRTCKXETXF","H52EGC5XY3CBHD5W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00225 per GB - for bytes scanned by S3 Select in Standard-Infrequent Access","2023-07-01","0","Inf","GB","0.0022500000","USD","API Request","AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-SIA-Select-Scanned","Data Scanned by S3 Select in Standard-Infrequent Access",,,,,,"EUC1-Select-Scanned-SIA-Bytes","",,,,"eu-central-1","Amazon Simple Storage Service",
"H5CHX4BEGWTCETHF","JRTCKXETXF","H5CHX4BEGWTCETHF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Outbound Base Data Transfer for MRAP to EU (London)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","EU (London)","AWS Region","APS3-EUW2-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","eu-west-2"
"H5GVG2BE7S2YW8KA","JRTCKXETXF","H5GVG2BE7S2YW8KA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0064 per GB-Month of storage used in Glacier Instant Retrieval","2023-07-01","0","Inf","GB-Mo","0.0064000000","USD","Storage","AmazonS3","AWS GovCloud (US-West)","AWS Region","99.9%","Archive Instant Retrieval","Glacier Instant Retrieval",,,,,,,,,,"UGW1-TimedStorage-GIR-ByteHrs","","99.999999999%",,,"us-gov-west-1","Amazon Simple Storage Service",
"H5HMU54HQ29ASMVM","JRTCKXETXF","H5HMU54HQ29ASMVM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01188 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0118800000","USD","Fee","AmazonS3","Europe (Zurich)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"EUC2-TimedStorage-ZIA-SmObjects","",,,,"eu-central-2","Amazon Simple Storage Service",
"H5JEKK2T3VN45B96","JRTCKXETXF","H5JEKK2T3VN45B96.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in Asia Pacific (Hyderabad)","2023-07-01","0","Inf","Gigabyte Month","0.0020000000","USD","Storage","AmazonS3","Asia Pacific (Hyderabad)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering",,,,,,,,,,"APS5-TimedStorage-INT-DAA-ByteHrs","INTDAAObjectOverhead","N/A",,,"ap-south-2","Amazon Simple Storage Service",
"H5MGZVGJ5TZCXP3W","JRTCKXETXF","H5MGZVGJ5TZCXP3W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in Middle East (Bahrain)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","Middle East (Bahrain)","AWS Region",,,,,,"INT-DAA-RestoreObject","Standard INT Retrieval",,,,,,"MES1-Standard-Retrieval-Bytes","IntDAARestoreObject",,,,"me-south-1","Amazon Simple Storage Service",
"H5U3238NQ6TBU6CT","JRTCKXETXF","H5U3238NQ6TBU6CT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0044 per 10,000 GET and all other requests to Intelligent-Tiering","2023-07-01","0","Inf","Requests","0.0000004400","USD",,"AmazonS3","Canada (Central)","AWS Region",,,,,,"S3-API-INT-Tier2","GET and all other requests to Intelligent-Tiering",,,,,,"CAN1-Requests-INT-Tier2","",,,,"ca-central-1","Amazon Simple Storage Service",
"H5Y6N99F45CYFTXV","JRTCKXETXF","H5Y6N99F45CYFTXV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Outbound Base Data Transfer for MRAP to EU (Ireland)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","EU (Ireland)","AWS Region","APS3-EU-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","eu-west-1"
"H5YDZY5TY83BDZPD","JRTCKXETXF","H5YDZY5TY83BDZPD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Europe (Spain) Data Transfer for Replication Time Control to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Europe (Spain)","AWS Region","EU (Stockholm)","AWS Region","EUS2-EUN1-S3RTC-Out-Bytes","",,"eu-south-2",,,"Amazon Simple Storage Service","eu-north-1"
"H6D3KP7M56JRNTFJ","JRTCKXETXF","H6D3KP7M56JRNTFJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Milan)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUS1-APN1-S3RTC-Out-Bytes","",,"eu-south-1",,,"Amazon Simple Storage Service","ap-northeast-1"
"H6P4YC4PH4F5XGAH","JRTCKXETXF","H6P4YC4PH4F5XGAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - Expedited Select Data Scanned Bytes","2023-07-01","0","Inf","GB","0.0200000000","USD","Fee","AmazonS3","US East (N. Virginia)","AWS Region",,,,"S3-Expedited-Select-Returned","Fee for Select Data Returned using Expedited tier",,,,,,,,"Exp-Select-Scanned-Bytes","",,,,"us-east-1","Amazon Simple Storage Service",
"H6PNB5JSWMJFPAXZ","JRTCKXETXF","H6PNB5JSWMJFPAXZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Stockholm) Data Transfer for Replication Time Control to US East (Ohio)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Stockholm)","AWS Region","US East (Ohio)","AWS Region","EUN1-USE2-S3RTC-Out-Bytes","",,"eu-north-1",,,"Amazon Simple Storage Service","us-east-2"
"H6QA9592QMHH48KM","JRTCKXETXF","H6QA9592QMHH48KM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to US East (Ohio)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Middle East (Bahrain)","AWS Region","US East (Ohio)","AWS Region","USE2-MES1-S3RTC-In-Bytes","",,"me-south-1",,,"Amazon Simple Storage Service","us-east-2"
"H6UJBMZTBYDDKPRK","JRTCKXETXF","H6UJBMZTBYDDKPRK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0045 per GB/month prorated- Glacier Early Delete","2023-07-01","0","Inf","GB-Mo","0.0045000000","USD","Fee","AmazonS3","Asia Pacific (Tokyo)","AWS Region",,,,"Glacier:EarlyDelete","Pro-rated fee for deleting items prior to 90 days",,,,,,,,"APN1-EarlyDelete-ByteHrs","",,,,"ap-northeast-1","Amazon Simple Storage Service",
"H6W664VJPABEZSPC","JRTCKXETXF","H6W664VJPABEZSPC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,"S3-Storage-SIA-SmObject","Fee for storing small objects (<128KB) in SIA Storage",,,,,,,,"APN3-TimedStorage-SIA-SmObjects","",,,,"ap-northeast-3","Amazon Simple Storage Service",
"H6X6Y3Z3BJYYUS7P","JRTCKXETXF","H6X6Y3Z3BJYYUS7P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024 per GB - Expedited Select Data Scanned Bytes","2023-07-01","0","Inf","GB","0.0240000000","USD","Fee","AmazonS3","Asia Pacific (Melbourne)","AWS Region",,,,"S3-Expedited-Select-Scanned","Fee for Select Data Scanned using Expedited tier",,,,,,,,"APS6-Exp-Select-Scanned-Bytes","",,,,"ap-southeast-4","Amazon Simple Storage Service",
"H7B8MYG9G43XR997","JRTCKXETXF","H7B8MYG9G43XR997.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US West (Oregon) Data Transfer for Replication Time Control to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","EU (Frankfurt)","AWS Region","USW2-EUC1-S3RTC-Out-Bytes","",,"us-west-2",,,"Amazon Simple Storage Service","eu-central-1"
"H7CSW3PNEZDP5XKF","JRTCKXETXF","H7CSW3PNEZDP5XKF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Middle East (Bahrain)","AWS Region","EU (Frankfurt)","AWS Region","MES1-EUC1-S3RTC-Out-Bytes","",,"me-south-1",,,"Amazon Simple Storage Service","eu-central-1"
"H7F249UYKFM4JJZH","JRTCKXETXF","H7F249UYKFM4JJZH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - South America (Sao Paulo) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Singapore)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Singapore)","AWS Region","SAE1-APS1-MRAP-Out-Bytes","MRAP-Dtransfer",,"sa-east-1",,,"Amazon Simple Storage Service","ap-southeast-1"
"H7F4NJSQR3WH8JTD","JRTCKXETXF","H7F4NJSQR3WH8JTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB for S3-API-OL-BytesReturned in Asia Pacific (Singapore)","2023-07-01","0","Inf","GB","0.0050000000","USD",,"AmazonS3","Asia Pacific (Singapore)","AWS Region",,,,,,"S3-API-OL-BytesReturned","Bytes Returned by OL APs",,,,,,"APS1-S3-API-OL-BytesReturned","",,,,"ap-southeast-1","Amazon Simple Storage Service",
"H7H3QBUDMNXSFGAW","JRTCKXETXF","H7H3QBUDMNXSFGAW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Canada (Central)","AWS Region",,,,"S3:EarlyDelete-SIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"CAN1-EarlyDelete-SIA-SmObjects","",,,,"ca-central-1","Amazon Simple Storage Service",
"H7JEM2XP9ZR4VNQA","JRTCKXETXF","H7JEM2XP9ZR4VNQA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Seoul) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APN1-APN2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-northeast-2",,,"Amazon Simple Storage Service","ap-northeast-1"
"H7NUEM6JCYYNNS73","JRTCKXETXF","H7NUEM6JCYYNNS73.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Asia Pacific (Hyderabad)","AWS Region",,,,,,"S3-API-ZIA-Retrieval","Object Retrieval in One Zone-Infrequent Access",,,,,,"APS5-Retrieval-ZIA","",,,,"ap-south-2","Amazon Simple Storage Service",
"H7NVDGA5TZ9KBH8S","JRTCKXETXF","H7NVDGA5TZ9KBH8S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in Europe (Zurich)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","Europe (Zurich)","AWS Region",,,,,,"S3-API-DAA-TIER5","Bulk INT Restore Requests",,,,,,"EUC2-Requests-INT-DAA-Tier5","RestoreObjectBulk",,,,"eu-central-2","Amazon Simple Storage Service",
"H7W78DHHG4M472K9","JRTCKXETXF","H7W78DHHG4M472K9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to EU (London)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Middle East (Bahrain)","AWS Region","EU (London)","AWS Region","MES1-EUW2-S3RTC-Out-Bytes","",,"me-south-1",,,"Amazon Simple Storage Service","eu-west-2"
"H86MJS6CJ7QA2NC2","JRTCKXETXF","H86MJS6CJ7QA2NC2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.011 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0110000000","USD","Fee","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"APN2-TimedStorage-ZIA-SmObjects","",,,,"ap-northeast-2","Amazon Simple Storage Service",
"H87FKBA9DCPQ26KY","JRTCKXETXF","H87FKBA9DCPQ26KY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 per GB flat fee for all bytes decrypted using Dual-Layer Server-Side Encryption in EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0030000000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-Dual-Decyrption","Bytes Decrypted using Dual-Layer Server-Side Decryption",,,,,,"EUC1-S3DSSE-Out-Bytes","",,,,"eu-central-1","Amazon Simple Storage Service",
"H8NJSX84SHHA2XWQ","JRTCKXETXF","H8NJSX84SHHA2XWQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.023 per GB-Mo for TimedStorage-ByteHrs:INTAAS3ObjectOverhead in Asia Pacific (Jakarta)","2023-07-01","0","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Jakarta)","AWS Region","N/A","Intelligent-Tiering","INTAAS3ObjectOverhead",,,,,,,,,,"APS4-TimedStorage-ByteHrs","INTAAS3ObjectOverhead","N/A",,,"ap-southeast-3","Amazon Simple Storage Service",
